"RelationID","ProductID","ProductID:製品名","MaterialID","MaterialID:MaterialsName","QuantityPerUnit","UnitType"
"PM-6039635-916850","6039635","ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX 18LX1","916850","CAN ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX 18L","1","EA"
"PM-6039635-940790","6039635","ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX 18LX1","940790","CAP 共通天板ANｼﾙﾊﾞｰ18L","1","EA"
"PM-6039635-6040468","6039635","ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX 18LX1","6040468","BI ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX","18.468","KG"
"PM-6039643-916860","6039643","ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX 18LX1","916860","CAN ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX 18L","1","EA"
"PM-6039643-940790","6039643","ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX 18LX1","940790","CAP 共通天板ANｼﾙﾊﾞｰ18L","1","EA"
"PM-6039643-6040441","6039643","ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX 18LX1","6040441","BI ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX","18.378","KG"
"PM-6039811-833144","6039811","BI ｻｽﾃｨﾅSSﾄﾗﾌｨｯｸ","833144","T.B.E.P.(ｿﾙﾍﾞｲ品/200KG) *13*","0.01","KG"
"PM-6039811-3162540","6039811","BI ｻｽﾃｨﾅSSﾄﾗﾌｨｯｸ","3162540","ｶｰﾋﾞﾄｰﾙ ｿﾙﾍﾞﾝﾄLG (205KG)*5*","0.07","KG"
"PM-6039811-860370","6039811","BI ｻｽﾃｨﾅSSﾄﾗﾌｨｯｸ","860370","ﾌﾞﾁｾﾉｰﾙ 20(190KG) *5*","0.02","KG"
"PM-6039811-880561","6039811","BI ｻｽﾃｨﾅSSﾄﾗﾌｨｯｸ","880561","ｷｬﾌﾟｽﾄｰﾝFS-60(199.76KG)","0.0002","KG"
"PM-6039811-342248","6039811","BI ｻｽﾃｨﾅSSﾄﾗﾌｨｯｸ","342248","ｻﾝﾓﾘﾝ OT-70 (18KG)","0.005","KG"
"PM-6039811-362442","6039811","BI ｻｽﾃｨﾅSSﾄﾗﾌｨｯｸ","362442","ｱｸﾃｨｻｲﾄﾞMV4 (20KG)","0.0005","KG"
"PM-6039811-342009","6039811","BI ｻｽﾃｨﾅSSﾄﾗﾌｨｯｸ","342009","ｱﾝﾓﾆｱ水 25% (18KG) 劇物","0.001","KG"
"PM-6039811-2904417","6039811","BI ｻｽﾃｨﾅSSﾄﾗﾌｨｯｸ","2904417","ｱﾛﾝFP-7 (1000KG)","0.1","KG"
"PM-6039811-856332","6039811","BI ｻｽﾃｨﾅSSﾄﾗﾌｨｯｸ","856332","ｱﾃﾞｶﾎﾞﾝﾀｲﾀｰ HUX-370(180KG)*2*","0.35","KG"
"PM-6039811-345622","6039811","BI ｻｽﾃｨﾅSSﾄﾗﾌｨｯｸ","345622","ﾊｲﾃｯｸ E-8210 (1000KG)","0.02","KG"
"PM-6039811-336700","6039811","BI ｻｽﾃｨﾅSSﾄﾗﾌｨｯｸ","336700","WATER","0.4233","KG"
"PM-DS020762-220374","DS020762","ｼｭｱﾌｫｰﾑ ｻｯﾄ 20KGX1 PN","220374","BTL 20L ﾎﾟﾘｶﾝ ｸﾞﾚｰﾛｯｸ 116-5","1","EA"
"PM-DS020762-220515","DS020762","ｼｭｱﾌｫｰﾑ ｻｯﾄ 20KGX1 PN","220515","CAP KC6052ｸﾞﾚｰﾛｯｸｷｬｯﾌﾟｶﾞｽﾇｷ","1","EA"
"PM-DS020762-220511","DS020762","ｼｭｱﾌｫｰﾑ ｻｯﾄ 20KGX1 PN","220511","LBL ﾎﾟﾘｶﾝｷｬｯﾌﾟﾁｭｳｲｼｰﾙ","1","EA"
"PM-DS020762-622","DS020762","ｼｭｱﾌｫｰﾑ ｻｯﾄ 20KGX1 PN","622","BI ｼｭｱﾌｫｰﾑｻｯﾄ(ｴﾝﾃﾞｭﾗｻｯﾄ)","20","KG"
"PM-DS020762-966287","DS020762","ｼｭｱﾌｫｰﾑ ｻｯﾄ 20KGX1 PN","966287","LBL ｼｭｱﾌｫｰﾑ ｻｯﾄ 20KG ﾛｰﾙ","1","EA"
"PM-DS020762-2287578","DS020762","ｼｭｱﾌｫｰﾑ ｻｯﾄ 20KGX1 PN","2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","0.03125","EA"
"PM-DS020763-931740","DS020763","ﾊﾟﾝｸﾘｰﾅ ｱﾙﾐｾｰﾌ 20KGX1 PN","931740","BTL 20L NN ﾅﾁｭﾗﾙ","1","EA"
"PM-DS020763-941710","DS020763","ﾊﾟﾝｸﾘｰﾅ ｱﾙﾐｾｰﾌ 20KGX1 PN","941710","CAP ｺﾀﾞﾏ KC60550 (UNﾎﾞﾄﾙｾﾝﾖｳ)","1","EA"
"PM-DS020763-615","DS020763","ﾊﾟﾝｸﾘｰﾅ ｱﾙﾐｾｰﾌ 20KGX1 PN","615","BI ｻﾆﾀｽｱﾙﾐﾗｰｼﾞ (ｼｻｸﾋﾝ)","20","KG"
"PM-DS020763-2287578","DS020763","ﾊﾟﾝｸﾘｰﾅ ｱﾙﾐｾｰﾌ 20KGX1 PN","2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","0.03125","EA"
"PM-DS020763-966166","DS020763","ﾊﾟﾝｸﾘｰﾅ ｱﾙﾐｾｰﾌ 20KGX1 PN","966166","LBL ﾊﾟﾝｸﾘｰﾅｱﾙﾐｾｰﾌ　20KG","1","EA"
"PM-6039934-935380","6039934","ADJﾁｮｳｷｮｳﾘｮｸﾊｸﾘｻﾞｲ2 18LTX1","935380","LBL ADJ超強力はく離剤Ⅱ18L","1","EA"
"PM-6039934-941850","6039934","ADJﾁｮｳｷｮｳﾘｮｸﾊｸﾘｻﾞｲ2 18LTX1","941850","CAP TR-P18Lﾖｳﾃﾝﾊﾞﾝ","1","EA"
"PM-6039934-6040441","6039934","ADJﾁｮｳｷｮｳﾘｮｸﾊｸﾘｻﾞｲ2 18LTX1","6040441","BI ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX","18.378","KG"
"PM-6039934-938030","6039934","ADJﾁｮｳｷｮｳﾘｮｸﾊｸﾘｻﾞｲ2 18LTX1","938030","CAN TR-P18L ｼﾛ 1-1(ｱｶ)ﾎｯﾄﾒﾙﾄ","1","EA"
"PM-6039942-916870","6039942","ｼｰｴｽ ｾﾝﾖｳﾊｸﾘｻﾞｲ2 18LX1","916870","CAN CSｾﾝﾖｳ ﾊｸﾘｻﾞｲ2 18L","1","EA"
"PM-6039942-940790","6039942","ｼｰｴｽ ｾﾝﾖｳﾊｸﾘｻﾞｲ2 18LX1","940790","CAP 共通天板ANｼﾙﾊﾞｰ18L","1","EA"
"PM-6039942-6040468","6039942","ｼｰｴｽ ｾﾝﾖｳﾊｸﾘｻﾞｲ2 18LX1","6040468","BI ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX","18.468","KG"
"PM-T30124-990980","T30124","ﾀﾓｸﾃｷｼﾞｮｷﾝｸﾘｰﾅｰ 5LX3","990980","CTN 多目的除菌ｸﾘｰﾅｰ5LX3 (ｶｲﾊ","1","EA"
"PM-T30124-915770","T30124","ﾀﾓｸﾃｷｼﾞｮｷﾝｸﾘｰﾅｰ 5LX3","915770","LBL 多目的除菌ｸﾘｰﾅｰ 5L(ｶｲﾊﾝ)","3","EA"
"PM-T30124-6021654","T30124","ﾀﾓｸﾃｷｼﾞｮｷﾝｸﾘｰﾅｰ 5LX3","6021654","BI ｶｯﾄﾊﾞｯｸﾌﾟﾗｽ","16.64","KG"
"PM-T30124-932860","T30124","ﾀﾓｸﾃｷｼﾞｮｷﾝｸﾘｰﾅｰ 5LX3","932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","3","EA"
"PM-T30124-960340","T30124","ﾀﾓｸﾃｷｼﾞｮｷﾝｸﾘｰﾅｰ 5LX3","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","3","EA"
"PM-296-210317","296","BI ｼｭｱｸﾘｰﾝ 124","210317","ｶｾｲｿｰﾀﾞ ｴｷ48% ﾛｰﾘｰ TK-657","0.3155","KG"
"PM-296-823902","296","BI ｼｭｱｸﾘｰﾝ 124","823902","TRILON BX LIQUID (1200KG)","0.09","KG"
"PM-296-336701","296","BI ｼｭｱｸﾘｰﾝ 124","336701","BINT ｲｵﾝ交換水","0.3647","KG"
"PM-296-820140","296","BI ｼｭｱｸﾘｰﾝ 124","820140","ｶｾｲｶﾘ 48% 工業用ｸﾞﾚｰﾄﾞ(ﾛｰﾘｰ)","0.1578","KG"
"PM-296-821872","296","BI ｼｭｱｸﾘｰﾝ 124","821872","ｸﾞﾙｺﾝ酸ﾅﾄﾘｳﾑ(福洋) (25KG)","0.009","KG"
"PM-296-894276","296","BI ｼｭｱｸﾘｰﾝ 124","894276","ｸﾚｽﾄｶﾞｰﾄﾞ410/ﾃﾞｨｸｴｽﾄ 2000*41*","0.018","KG"
"PM-296-882070","296","BI ｼｭｱｸﾘｰﾝ 124","882070","ﾀｲﾎﾟｰﾙｿﾌﾄ LDP-30/MIRATAINE H2C","0.045","KG"
"PM-6040441-817470","6040441","BI ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX","817470","*ﾊﾟﾋｭｰﾑ AG-4066 TAKASAGO*","1","GM"
"PM-6040441-342616","6040441","BI ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX","342616","DILUTED MEA-90% (ﾛ-ﾘ-)劇物","0.22","KG"
"PM-6040441-3134581","6040441","BI ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX","3134581","ｲｿｽﾃｱﾘﾝ酸 (18KG)▲","0.008","KG"
"PM-6040441-860292","6040441","BI ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX","860292","ﾍﾞﾝｼﾞﾙｱﾙｺｰﾙ(HUBEI GREENHOME)","0.475","KG"
"PM-6040441-336700","6040441","BI ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX","336700","WATER","0.0475","KG"
"PM-6040441-342375","6040441","BI ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX","342375","JCT ｴﾄｷｼﾚｰﾄ 91-6(180KG)  *1*","0.015","KG"
"PM-6040441-888880","6040441","BI ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX","888880","ﾄﾗｲﾄﾝ CG-50(220KG) *14*","0.01","KG"
"PM-6040441-894360","6040441","BI ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX","894360","ﾔｼ脂肪酸500(180KG) *23*▲","0.008","KG"
"PM-6040441-820730","6040441","BI ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX","820730","FENTAMINE NMEA (945KG)","0.2155","KG"
"PM-6040468-342616","6040468","BI ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX","342616","DILUTED MEA-90% (ﾛ-ﾘ-)劇物","0.2178","KG"
"PM-6040468-3134581","6040468","BI ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX","3134581","ｲｿｽﾃｱﾘﾝ酸 (18KG)▲","0.00495","KG"
"PM-6040468-860292","6040468","BI ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX","860292","ﾍﾞﾝｼﾞﾙｱﾙｺｰﾙ(HUBEI GREENHOME)","0.3465","KG"
"PM-6040468-336700","6040468","BI ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX","336700","WATER","0.27037","KG"
"PM-6040468-342375","6040468","BI ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX","342375","JCT ｴﾄｷｼﾚｰﾄ 91-6(180KG)  *1*","0.0099","KG"
"PM-6040468-888880","6040468","BI ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX","888880","ﾄﾗｲﾄﾝ CG-50(220KG) *14*","0.00693","KG"
"PM-6040468-894360","6040468","BI ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX","894360","ﾔｼ脂肪酸500(180KG) *23*▲","0.00495","KG"
"PM-6040468-820730","6040468","BI ｽｰﾊﾟｰｵｰﾙｺﾞｰﾌﾟﾛEX","820730","FENTAMINE NMEA (945KG)","0.1386","KG"
"PM-DS020764-2287578","DS020764","ｻﾆﾀｽﾀｲｻﾞｰ A1 20KGX1 PN","2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","0.03125","EA"
"PM-DS020764-3045221","DS020764","ｻﾆﾀｽﾀｲｻﾞｰ A1 20KGX1 PN","3045221","CAP KC60550(20L共用)","1","EA"
"PM-DS020764-966288","DS020764","ｻﾆﾀｽﾀｲｻﾞｰ A1 20KGX1 PN","966288","LBL ｻﾆﾀｽﾀｲｻﾞｰA1 20KG","1","EA"
"PM-DS020764-626","DS020764","ｻﾆﾀｽﾀｲｻﾞｰ A1 20KGX1 PN","626","BI ｻﾆﾀｽﾀｲｻﾞｰ A1","20","KG"
"PM-DS020764-932540","DS020764","ｻﾆﾀｽﾀｲｻﾞｰ A1 20KGX1 PN","932540","BTL 20Lﾍﾝﾍﾟｲﾎﾞﾄﾙ ｱｵ","1","EA"
"PM-6040708-916910","6040708","ﾊｸﾘｻﾞｲｷｮｳﾘｮｸﾀｲﾌﾟ H130 18LX1","916910","CAN はく離剤強力ﾀｲﾌﾟ H130","1","EA"
"PM-6040708-940790","6040708","ﾊｸﾘｻﾞｲｷｮｳﾘｮｸﾀｲﾌﾟ H130 18LX1","940790","CAP 共通天板ANｼﾙﾊﾞｰ18L","1","EA"
"PM-6040708-6040441","6040708","ﾊｸﾘｻﾞｲｷｮｳﾘｮｸﾀｲﾌﾟ H130 18LX1","6040441","BI ｽｰﾊﾟｰﾘﾑｰﾊﾞｰﾌﾟﾛEX","18.378","KG"
"PM-T43878-932860","T43878","ｾﾝｼﾞｮｳｼﾞｮｷﾝｻﾞｲEX (ﾕｼｭﾂ) 5Lx3","932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","3","EA"
"PM-T43878-960340","T43878","ｾﾝｼﾞｮｳｼﾞｮｷﾝｻﾞｲEX (ﾕｼｭﾂ) 5Lx3","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","3","EA"
"PM-T43878-915790","T43878","ｾﾝｼﾞｮｳｼﾞｮｷﾝｻﾞｲEX (ﾕｼｭﾂ) 5Lx3","915790","LBL ｾﾝｼﾞｮｳｼﾞｮｷﾝｻﾞｲEX(ﾕｼｭﾂ) 5L","3","EA"
"PM-T43878-991000","T43878","ｾﾝｼﾞｮｳｼﾞｮｷﾝｻﾞｲEX (ﾕｼｭﾂ) 5Lx3","991000","CTN ｾﾝｼﾞｮｳｼﾞｮｷﾝｻﾞｲEX(ﾕｼｭﾂ)5LX3","1","EA"
"PM-T43878-6001047","T43878","ｾﾝｼﾞｮｳｼﾞｮｷﾝｻﾞｲEX (ﾕｼｭﾂ) 5Lx3","6001047","BI ｳｲﾙｽｸﾘｰﾅｰ","15.525","KG"
"PM-DS020772-931600","DS020772","ｻﾆﾀｽﾁｭｳｾｲｱﾌﾞﾗｵﾄｼ 20KGX1 PN","931600","BTL 20L ﾍﾝﾍﾟｲ ﾅﾁｭﾗﾙ","1","EA"
"PM-DS020772-3045221","DS020772","ｻﾆﾀｽﾁｭｳｾｲｱﾌﾞﾗｵﾄｼ 20KGX1 PN","3045221","CAP KC60550(20L共用)","1","EA"
"PM-DS020772-2287578","DS020772","ｻﾆﾀｽﾁｭｳｾｲｱﾌﾞﾗｵﾄｼ 20KGX1 PN","2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","0.03125","EA"
"PM-DS020772-6038528","DS020772","ｻﾆﾀｽﾁｭｳｾｲｱﾌﾞﾗｵﾄｼ 20KGX1 PN","6038528","★BI ﾁﾕｳｾｲｵｲﾙﾊﾞｽﾀｰ","20","KG"
"PM-DS020772-966310","DS020772","ｻﾆﾀｽﾁｭｳｾｲｱﾌﾞﾗｵﾄｼ 20KGX1 PN","966310","LBL ｻﾆﾀｽ中性ｱﾌﾞﾗｵﾄｼ 20KGﾛｰﾙ","1","EA"
"PM-T30054-916920","T30054","ｻﾆｯｼｭ 18LX1","916920","CAN ｲｯﾄｶﾝ(FT PET40 18Lｷｬｯﾌﾟﾂｷ)","1","EA"
"PM-T30054-940040","T30054","ｻﾆｯｼｭ 18LX1","940040","SPE ｲｯﾄｶﾝﾖｳﾍﾞﾛ(B40ﾎﾟﾘ段ﾍﾞﾛA)","1","EA"
"PM-T30054-915830","T30054","ｻﾆｯｼｭ 18LX1","915830","LBL ｻﾆｯｼｭ 18L ﾛｰﾙ","1","EA"
"PM-T30054-5008458","T30054","ｻﾆｯｼｭ 18LX1","5008458","BI ★ｻﾆｯｼｭ","16.54","KG"
"PM-T30054-990400","T30054","ｻﾆｯｼｭ 18LX1","990400","CTN 一斗缶用 段ﾊﾟｯﾄ","0.0625","EA"
"PM-DS030651-220384","DS030651","ｽﾗｲﾀﾞｰ TP 450KGX1 CT","220384","LBL ﾑｼﾞPCﾖｳ ﾐﾗｺｰﾄ 150X210","1","EA"
"PM-DS030651-966291","DS030651","ｽﾗｲﾀﾞｰ TP 450KGX1 CT","966291","COT SUS 500KG NO.52","1","EA"
"PM-DS030651-220525","DS030651","ｽﾗｲﾀﾞｰ TP 450KGX1 CT","220525","PLA ｺﾝﾃﾅｹｯｿｸﾊﾞﾝﾄﾞ ｼｮｳ","2","EA"
"PM-DS030651-958958","DS030651","ｽﾗｲﾀﾞｰ TP 450KGX1 CT","958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","4","EA"
"PM-DS030651-305","DS030651","ｽﾗｲﾀﾞｰ TP 450KGX1 CT","305","BI ｽﾗｲﾀﾞｰTP","450.5","KG"
"PM-DS030651-966197","DS030651","ｽﾗｲﾀﾞｰ TP 450KGX1 CT","966197","SPE 1Tｺﾝﾃﾅｰ用特大ﾊﾞﾝﾄﾞ","1","EA"
"PM-6042199-4338762","6042199","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽM","4338762","ｶﾁｵﾝ Gｰ50(18KG)","0.002","KG"
"PM-6042199-898410","6042199","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽM","898410","ｿﾌﾀｿﾞﾘﾝLAO-C(17KG)","0.025","KG"
"PM-6042199-882037","6042199","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽM","882037","ﾏｲﾄﾞｰﾙ 10(180KG) *12*","0.1","KG"
"PM-6042199-332370","6042199","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽM","332370","ｷﾚｽﾄ JP-2（粧原基） (25KG)","0.004","KG"
"PM-6042199-332122","6042199","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽM","332122","■ｸｴﾝ酸（結晶）FG (25KG)","0.001","KG"
"PM-6042199-860341","6042199","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽM","860341","■ｼｮｸﾃﾝｸﾞﾘｾﾘﾝ(ﾌﾞｶﾞｲﾋﾝ)/ﾐﾖｼ*6","0.01","KG"
"PM-6042199-898420","6042199","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽM","898420","ﾋﾟｰﾁﾘｰﾌﾘｷｯﾄﾞ B (5KG)","0.002","KG"
"PM-6042199-2283219","6042199","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽM","2283219","■*赤色102号食用/Fﾀｲﾌ*","0.005","GM"
"PM-6042199-336701","6042199","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽM","336701","BINT ｲｵﾝ交換水","0.855995","KG"
"PM-T30331-6042295","T30331","ｻﾆｯｼｭ60 5LX3","6042295","BI  ★ｻﾆｯｼｭ 60","13.635","KG"
"PM-T30331-900000","T30331","ｻﾆｯｼｭ60 5LX3","900000","DRM 充填機液回収ﾄﾞﾗﾑ","0.000001","EA"
"PM-T30331-932860","T30331","ｻﾆｯｼｭ60 5LX3","932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","3","EA"
"PM-T30331-960340","T30331","ｻﾆｯｼｭ60 5LX3","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","3","EA"
"PM-T30331-991150","T30331","ｻﾆｯｼｭ60 5LX3","991150","CTN ｻﾆｯｼｭ60 5LX3 (ｶｲﾊﾝ)","1","EA"
"PM-T30331-915950","T30331","ｻﾆｯｼｭ60 5LX3","915950","LBL ｻﾆｯｼｭ60 5Lﾛｰﾙ(ｶｲﾊﾝ)","3","EA"
"PM-T30332-22299277","T30332","ｻﾆｯｼｭ60 20LX1","22299277","BTL 20L ﾊﾞｯｸｲﾝﾎﾞｯｸｽ","1","EA"
"PM-T30332-960020","T30332","ｻﾆｯｼｭ60 20LX1","960020","PLA 10・20L共用 BIB Sｺｯｸ","1","EA"
"PM-T30332-941130","T30332","ｻﾆｯｼｭ60 20LX1","941130","CAP 10・20L共用 BIB","1","EA"
"PM-T30332-6042295","T30332","ｻﾆｯｼｭ60 20LX1","6042295","BI  ★ｻﾆｯｼｭ 60","18.18","KG"
"PM-T30332-991160","T30332","ｻﾆｯｼｭ60 20LX1","991160","CTN ｻﾆｯｼｭ60 20L (改版)","1","EA"
"PM-6042295-332122","6042295","BI  ★ｻﾆｯｼｭ 60","332122","■ｸｴﾝ酸（結晶）FG (25KG)","0.00012","KG"
"PM-6042295-823255","6042295","BI  ★ｻﾆｯｼｭ 60","823255","■重炭酸ﾅﾄﾘｳﾑ (食添)(25KG)","0.003","KG"
"PM-6042295-362329","6042295","BI  ★ｻﾆｯｼｭ 60","362329","■乳酸ﾅﾄﾘｳﾑ50%(20KG)","0.01","KG"
"PM-6042295-2890166","6042295","BI  ★ｻﾆｯｼｭ 60","2890166","*変性剤ﾌﾚｰﾊﾞｰH-13(170KG)","3.566","GM"
"PM-6042295-345202","6042295","BI  ★ｻﾆｯｼｭ 60","345202","■一般95 1級無変性ｱﾙｺｰﾙ","0.581","KG"
"PM-6042295-336701","6042295","BI  ★ｻﾆｯｼｭ 60","336701","BINT ｲｵﾝ交換水","0.399814","KG"
"PM-6042295-884388","6042295","BI  ★ｻﾆｯｼｭ 60","884388","■ｻﾝｿﾌﾄ Q-12S(16KG)","0.0025","KG"
"PM-6042295-800000","6042295","BI  ★ｻﾆｯｼｭ 60","800000","BI 充填機回収液DRM","0","KG"
"PM-T303310-6042295","T303310","ｻﾆｯｼｭ60 5LX3(ME)","6042295","BI  ★ｻﾆｯｼｭ 60","13.635","KG"
"PM-T303310-932860","T303310","ｻﾆｯｼｭ60 5LX3(ME)","932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","3","EA"
"PM-T303310-960340","T303310","ｻﾆｯｼｭ60 5LX3(ME)","960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","3","EA"
"PM-T303310-900000","T303310","ｻﾆｯｼｭ60 5LX3(ME)","900000","DRM 充填機液回収ﾄﾞﾗﾑ","0.000001","EA"
"PM-T303310-991150","T303310","ｻﾆｯｼｭ60 5LX3(ME)","991150","CTN ｻﾆｯｼｭ60 5LX3 (ｶｲﾊﾝ)","1","EA"
"PM-T303310-915950","T303310","ｻﾆｯｼｭ60 5LX3(ME)","915950","LBL ｻﾆｯｼｭ60 5Lﾛｰﾙ(ｶｲﾊﾝ)","3","EA"
"PM-T40182-6058668","T40182","ｴｺﾗﾝﾄﾞﾘｰｾﾝｻﾞｲ 20LX1","6058668","BI ｴｺﾗﾝﾄﾞﾘｰ ｾﾝｻﾞｲ","20.02","KG"
"PM-T40182-941130","T40182","ｴｺﾗﾝﾄﾞﾘｰｾﾝｻﾞｲ 20LX1","941130","CAP 10・20L共用 BIB","1","EA"
"PM-T40182-22299277","T40182","ｴｺﾗﾝﾄﾞﾘｰｾﾝｻﾞｲ 20LX1","22299277","BTL 20L ﾊﾞｯｸｲﾝﾎﾞｯｸｽ","1","EA"
"PM-T40182-991240","T40182","ｴｺﾗﾝﾄﾞﾘｰｾﾝｻﾞｲ 20LX1","991240","CTN ｴｺﾗﾝﾄﾞﾘｰｾﾝｻﾞｲ 20L","1","EA"
"PM-T40182-960020","T40182","ｴｺﾗﾝﾄﾞﾘｰｾﾝｻﾞｲ 20LX1","960020","PLA 10・20L共用 BIB Sｺｯｸ","1","EA"
"PM-6043183-962170","6043183","ｶﾙﾜｻﾞｵｳ ﾌﾟﾗｽC  18LX1","962170","POU共通BIBﾊﾞｯｸ+ﾌﾟﾙﾘﾝｸﾞｷｬｯﾌﾟ","1","EA"
"PM-6043183-2885586","6043183","ｶﾙﾜｻﾞｵｳ ﾌﾟﾗｽC  18LX1","2885586","CTN BIB 共通ｻｲﾄﾞﾋﾟｰｽ ﾛｺﾞ無","2","EA"
"PM-6043183-984610","6043183","ｶﾙﾜｻﾞｵｳ ﾌﾟﾗｽC  18LX1","984610","CTN BIB共通ﾗｯﾌﾟﾋﾟｰｽｶｯﾄﾃｰﾌﾟﾅｼ","1","EA"
"PM-6043183-963330","6043183","ｶﾙﾜｻﾞｵｳ ﾌﾟﾗｽC  18LX1","963330","FLM BIB 18Lﾊﾟﾜ-ｼｭﾘﾝｸ13280=20ﾎﾝ","1","EA"
"PM-6043183-3020103","6043183","ｶﾙﾜｻﾞｵｳ ﾌﾟﾗｽC  18LX1","3020103","OTH共通BIB用PPﾊﾞﾝﾄﾞ(ｱｵ)","2","EA"
"PM-6043183-915975","6043183","ｶﾙﾜｻﾞｵｳ ﾌﾟﾗｽC  18LX1","915975","LBL 軽技王ﾌﾟﾗｽC 18L BIB","1","EA"
"PM-6043183-6050834","6043183","ｶﾙﾜｻﾞｵｳ ﾌﾟﾗｽC  18LX1","6050834","BI ｶﾙﾜｻﾞｵｳ ﾌﾟﾗｽC","18.576","KG"
"PM-6043191-962170","6043191","ｺｳﾀｸｵｳ ﾌﾟﾗｽC 18LX1","962170","POU共通BIBﾊﾞｯｸ+ﾌﾟﾙﾘﾝｸﾞｷｬｯﾌﾟ","1","EA"
"PM-6043191-2885586","6043191","ｺｳﾀｸｵｳ ﾌﾟﾗｽC 18LX1","2885586","CTN BIB 共通ｻｲﾄﾞﾋﾟｰｽ ﾛｺﾞ無","2","EA"
"PM-6043191-984610","6043191","ｺｳﾀｸｵｳ ﾌﾟﾗｽC 18LX1","984610","CTN BIB共通ﾗｯﾌﾟﾋﾟｰｽｶｯﾄﾃｰﾌﾟﾅｼ","1","EA"
"PM-6043191-963330","6043191","ｺｳﾀｸｵｳ ﾌﾟﾗｽC 18LX1","963330","FLM BIB 18Lﾊﾟﾜ-ｼｭﾘﾝｸ13280=20ﾎﾝ","1","EA"
